Key	English
InventoryItemNames/InvItem_870	Warm Nordic Coffee Table
InventoryItemDescriptions/InvDesc_870	A small table.
InventoryItemNames/InvItem_871	Warm Nordic Couch
InventoryItemDescriptions/InvDesc_871	A Couch. You can sit on it with a friend
InventoryItemNames/InvItem_872	Warm Nordic Table
InventoryItemDescriptions/InvDesc_872	A wooden table.
InventoryItemNames/InvItem_874	Warm Nordic Lamp
InventoryItemDescriptions/InvDesc_874	Keep books here.
InventoryItemNames/InvItem_875	Warm Nordic Seat
InventoryItemDescriptions/InvDesc_875	A single chair for sitting.
InventoryItemNames/InvItem_876	Red Hang Glider
InventoryItemDescriptions/InvDesc_876	Float your day away.
InventoryItemNames/InvItem_877	Butter Glider
InventoryItemDescriptions/InvDesc_877	Flap Flap
InventoryItemNames/InvItem_878	Dark Wooden Table
InventoryItemDescriptions/InvDesc_878	A wooden table.
InventoryItemNames/InvItem_879	Dark Wooden Seat
InventoryItemDescriptions/InvDesc_879	A single chair for sitting.
InventoryItemNames/InvItem_880	Dark Wooden Couch
InventoryItemDescriptions/InvDesc_880	A Couch. You can sit on it with a friend
InventoryItemNames/InvItem_881	Dark Wooden Bedside Table
InventoryItemDescriptions/InvDesc_881	A wooden table for beside your bed.
InventoryItemNames/InvItem_882	Tea Pot
InventoryItemDescriptions/InvDesc_882	
InventoryItemNames/InvItem_883	Small Pot
InventoryItemDescriptions/InvDesc_883	
InventoryItemNames/InvItem_884	Rattan Basket
InventoryItemDescriptions/InvDesc_884	
InventoryItemNames/InvItem_885	Palm Wood Bench
InventoryItemDescriptions/InvDesc_885	Sit down outside why don't ya.
InventoryItemNames/InvItem_886	Hard Wood Bench
InventoryItemDescriptions/InvDesc_886	Sit down outside why don't ya.
InventoryItemNames/InvItem_887	Gum Wood Bench
InventoryItemDescriptions/InvDesc_887	Sit down outside why don't ya.
InventoryItemNames/InvItem_888	Iron Wood Bench
InventoryItemDescriptions/InvDesc_888	Sit down outside why don't ya.
InventoryItemNames/InvItem_889	Festoon Lights
InventoryItemDescriptions/InvDesc_889	Festive.
InventoryItemNames/InvItem_890	Mushroom Lamp
InventoryItemDescriptions/InvDesc_890	It's a fun-light.
InventoryItemNames/InvItem_891	Jackaroo Statue
InventoryItemDescriptions/InvDesc_891	A strange old statue.
InventoryItemNames/InvItem_892	Bush Devil Statue
InventoryItemDescriptions/InvDesc_892	A creepy old statue.
InventoryItemNames/InvItem_893	Bread
InventoryItemDescriptions/InvDesc_893	Cooked Flour
InventoryItemNames/InvItem_894	Fairy Bread
InventoryItemDescriptions/InvDesc_894	Sugar Bread
InventoryItemNames/InvItem_895	Pastie
InventoryItemDescriptions/InvDesc_895	Hand held vegie pie
InventoryItemNames/InvItem_896	Damper
InventoryItemDescriptions/InvDesc_896	Bush Bread
InventoryItemNames/InvItem_897	Sausage Roll
InventoryItemDescriptions/InvDesc_897	Long way to the shop
InventoryItemNames/InvItem_898	Prime Roast
InventoryItemDescriptions/InvDesc_898	All the best stuff on one plate
InventoryItemNames/InvItem_899	Golden Jackaroo Statue
InventoryItemDescriptions/InvDesc_899	A strange gold statue.
InventoryItemNames/InvItem_900	Golden Bush Devil Statue
InventoryItemDescriptions/InvDesc_900	A creepy gold statue.
InventoryItemNames/InvItem_901	Iron Cement Fence
InventoryItemDescriptions/InvDesc_901	Very Fancy
InventoryItemNames/InvItem_902	Copper Top Fence
InventoryItemDescriptions/InvDesc_902	Fancy Fence
InventoryItemNames/InvItem_903	Umbrella
InventoryItemDescriptions/InvDesc_903	Keep the wet out
InventoryItemNames/InvItem_904	Bulletin Board
InventoryItemDescriptions/InvDesc_904	A place for the community to post news and requests.
InventoryItemNames/InvItem_905	Thunder Sac
InventoryItemDescriptions/InvDesc_905	This makes sparks?
InventoryItemNames/InvItem_906	Bat Zapper
InventoryItemDescriptions/InvDesc_906	A torch that Bats hate.
InventoryItemNames/InvItem_907	Gum Wood Steps
InventoryItemDescriptions/InvDesc_907	5, 6, 7, 8
InventoryItemNames/InvItem_908	Hard Wood Steps
InventoryItemDescriptions/InvDesc_908	5, 6, 7, 8
InventoryItemNames/InvItem_909	Gum Wood Lamp Post
InventoryItemDescriptions/InvDesc_909	Fence post that is also a light
InventoryItemNames/InvItem_910	Hard Wood Lamp Post
InventoryItemDescriptions/InvDesc_910	Fence post that is also a light
InventoryItemNames/InvItem_911	Copper Scythe
InventoryItemDescriptions/InvDesc_911	It swings faster!
InventoryItemNames/InvItem_912	Iron Scythe
InventoryItemDescriptions/InvDesc_912	This thing reaps.
InventoryItemNames/InvItem_913	Cement Bird Bath
InventoryItemDescriptions/InvDesc_913	Birds can wash in it.
InventoryItemNames/InvItem_914	Hardwood Crude Fence
InventoryItemDescriptions/InvDesc_914	A basic fence. Does the job.
InventoryItemNames/InvItem_915	Froggy Hood
InventoryItemDescriptions/InvDesc_915	Fit for a princess
InventoryItemNames/InvItem_916	Cat Hood
InventoryItemDescriptions/InvDesc_916	A hood for a cat burglar
InventoryItemNames/InvItem_917	Yellow Print Dress
InventoryItemDescriptions/InvDesc_917	Flowery
InventoryItemNames/InvItem_918	Yellow Print Pants
InventoryItemDescriptions/InvDesc_918	Easy to wear!
InventoryItemNames/InvItem_919	Brown Boat Shoes
InventoryItemDescriptions/InvDesc_919	Ahoy!
InventoryItemNames/InvItem_920	Floppy Straw Hat
InventoryItemDescriptions/InvDesc_920	This will keep that sun off ya.
InventoryItemNames/InvItem_921	Bunting Festoon
InventoryItemDescriptions/InvDesc_921	Festive.
InventoryItemNames/InvItem_922	House Customisation Kit
InventoryItemDescriptions/InvDesc_922	Use it on houses to customise their appearance
InventoryItemNames/InvItem_923	Gum Wood Flag Post
InventoryItemDescriptions/InvDesc_923	Fence post that has a lil flag on it
InventoryItemNames/InvItem_924	Palm Wood Flag Post
InventoryItemDescriptions/InvDesc_924	Fence post that has a lil flag on it
InventoryItemNames/InvItem_925	Dirt Printer
InventoryItemDescriptions/InvDesc_925	Prints dirt
InventoryItemNames/InvItem_926	Mighty Seeds
InventoryItemDescriptions/InvDesc_926	Some strange seeds.
InventoryItemNames/InvItem_927	Mighty Spread
InventoryItemDescriptions/InvDesc_927	It's kinda salty.
InventoryItemNames/InvItem_928	Hard Wood Flag Post
InventoryItemDescriptions/InvDesc_928	Fence post that has a lil flag on it
InventoryItemNames/InvItem_929	Black Wooden Crate
InventoryItemDescriptions/InvDesc_929	Store things in here if you like
InventoryItemNames/InvItem_930	Blue Wooden Crate
InventoryItemDescriptions/InvDesc_930	Store things in here if you like
InventoryItemNames/InvItem_931	Chrome Wooden Crate
InventoryItemDescriptions/InvDesc_931	Store things in here if you like
InventoryItemNames/InvItem_932	Gold Wooden Crate
InventoryItemDescriptions/InvDesc_932	Store things in here if you like
InventoryItemNames/InvItem_933	Green Wooden Crate
InventoryItemDescriptions/InvDesc_933	Store things in here if you like
InventoryItemNames/InvItem_934	Orange Wooden Crate
InventoryItemDescriptions/InvDesc_934	Store things in here if you like
InventoryItemNames/InvItem_935	Pink Wooden Crate
InventoryItemDescriptions/InvDesc_935	Store things in here if you like
InventoryItemNames/InvItem_936	Purple Wooden Crate
InventoryItemDescriptions/InvDesc_936	Store things in here if you like
InventoryItemNames/InvItem_937	Red Wooden Crate
InventoryItemDescriptions/InvDesc_937	Store things in here if you like
InventoryItemNames/InvItem_938	White Wooden Crate
InventoryItemDescriptions/InvDesc_938	Store things in here if you like
InventoryItemNames/InvItem_939	Yellow Wooden Crate
InventoryItemDescriptions/InvDesc_939	Store things in here if you like
InventoryItemNames/InvItem_940	Black Wooden Chest
InventoryItemDescriptions/InvDesc_940	Put stuff in here.
InventoryItemNames/InvItem_941	Blue Wooden Chest
InventoryItemDescriptions/InvDesc_941	Put stuff in here.
InventoryItemNames/InvItem_942	Chrome Wooden Chest
InventoryItemDescriptions/InvDesc_942	Put stuff in here.
InventoryItemNames/InvItem_943	Gold Wooden Chest
InventoryItemDescriptions/InvDesc_943	Put stuff in here.
InventoryItemNames/InvItem_944	Green Wooden Chest
InventoryItemDescriptions/InvDesc_944	Put stuff in here.
InventoryItemNames/InvItem_945	Orange Wooden Chest
InventoryItemDescriptions/InvDesc_945	Put stuff in here.
InventoryItemNames/InvItem_946	Pink Wooden Chest
InventoryItemDescriptions/InvDesc_946	Put stuff in here.
InventoryItemNames/InvItem_947	Purple Wooden Chest
InventoryItemDescriptions/InvDesc_947	Put stuff in here.
InventoryItemNames/InvItem_948	Red Wooden Chest
InventoryItemDescriptions/InvDesc_948	Put stuff in here.
InventoryItemNames/InvItem_949	White Wooden Chest
InventoryItemDescriptions/InvDesc_949	Put stuff in here.
InventoryItemNames/InvItem_950	Yellow Wooden Chest
InventoryItemDescriptions/InvDesc_950	Put stuff in here.
InventoryItemNames/InvItem_951	Salon Deed
InventoryItemDescriptions/InvDesc_951	Build a place for stylin' hair
InventoryItemNames/InvItem_952	Butterfly Orchid
InventoryItemDescriptions/InvDesc_952	A rare tropical flower
InventoryItemNames/InvItem_953	Glow Bug
InventoryItemDescriptions/InvDesc_953	It's mesmerizing
InventoryItemNames/InvItem_954	Deep Fish
InventoryItemDescriptions/InvDesc_954	A fish from deep down.
InventoryItemNames/InvItem_955	Bat Glider
InventoryItemDescriptions/InvDesc_955	Fly around like an annoying bat
InventoryItemNames/InvItem_956	Alpha Hammer
InventoryItemDescriptions/InvDesc_956	A hammer with bounce.
InventoryItemNames/InvItem_957	Alpha Antler
InventoryItemDescriptions/InvDesc_957	A prize from an Alpha Jackaroo
InventoryItemNames/InvItem_958	Alpha Scale
InventoryItemDescriptions/InvDesc_958	A prize from an Alpha Croco
InventoryItemNames/InvItem_959	Alpha Spear
InventoryItemDescriptions/InvDesc_959	Quaking in your boots
InventoryItemNames/InvItem_960	Alpha Bat
InventoryItemDescriptions/InvDesc_960	How's this?
InventoryItemNames/InvItem_961	Pattern Stone Path
InventoryItemDescriptions/InvDesc_961	A path in a circular pattern
InventoryItemNames/InvItem_962	Panda Hood
InventoryItemDescriptions/InvDesc_962	They like waffles.
InventoryItemNames/InvItem_963	Alpha Eye
InventoryItemDescriptions/InvDesc_963	A prize from an Alpha Devil
InventoryItemNames/InvItem_964	Cobblestone Path
InventoryItemDescriptions/InvDesc_964	A bunch of rocks cobbled together
InventoryItemNames/InvItem_965	Cobblestone Fence
InventoryItemDescriptions/InvDesc_965	Keep things in or out.
InventoryItemNames/InvItem_966	Rock Edge Path
InventoryItemDescriptions/InvDesc_966	A simple dirt path lined with rocks.
InventoryItemNames/InvItem_967	Cobblestone Road
InventoryItemDescriptions/InvDesc_967	A bunch of rocks cobbled together
InventoryItemNames/InvItem_968	Cobblestone Road Lines
InventoryItemDescriptions/InvDesc_968	A road covered in little white lines.
InventoryItemNames/InvItem_969	Cooked Freshwater Fish
InventoryItemDescriptions/InvDesc_969	Something fishy about this.
InventoryItemNames/InvItem_970	Cooked Saltwater Fish
InventoryItemDescriptions/InvDesc_970	It's a bit salty.
InventoryItemNames/InvItem_971	Detective Pants
InventoryItemDescriptions/InvDesc_971	On the case.
InventoryItemNames/InvItem_972	Trench Coat
InventoryItemDescriptions/InvDesc_972	A sneaky coat.
InventoryItemNames/InvItem_973	Black Boat Shoes
InventoryItemDescriptions/InvDesc_973	Ahoy!
InventoryItemNames/InvItem_974	P.I Hat
InventoryItemDescriptions/InvDesc_974	For investigating.
InventoryItemNames/InvItem_975	Dark Detective Pants
InventoryItemDescriptions/InvDesc_975	On the case.
InventoryItemNames/InvItem_976	Dark Trench Coat
InventoryItemDescriptions/InvDesc_976	A sneaky coat.
InventoryItemNames/InvItem_977	Dark P.I Hat
InventoryItemDescriptions/InvDesc_977	For investigating.
InventoryItemNames/InvItem_978	Blue Summer Dress
InventoryItemDescriptions/InvDesc_978	Keeps you cool
InventoryItemNames/InvItem_979	Green Summer Dress
InventoryItemDescriptions/InvDesc_979	Keeps you cool
InventoryItemNames/InvItem_980	Minimalist Bed
InventoryItemDescriptions/InvDesc_980	Is this furniture?
InventoryItemNames/InvItem_981	Minimalist Bedside Table
InventoryItemDescriptions/InvDesc_981	Is this furniture?
InventoryItemNames/InvItem_982	Minimalist Book Shelf
InventoryItemDescriptions/InvDesc_982	Is this furniture?
InventoryItemNames/InvItem_983	Minimalist Chair
InventoryItemDescriptions/InvDesc_983	Is this furniture?
InventoryItemNames/InvItem_984	Minimalist Couch
InventoryItemDescriptions/InvDesc_984	Is this furniture?
InventoryItemNames/InvItem_985	Minimalist Dresser
InventoryItemDescriptions/InvDesc_985	Is this furniture?
InventoryItemNames/InvItem_986	Minimalist Lamp
InventoryItemDescriptions/InvDesc_986	A standing lamp
InventoryItemNames/InvItem_987	Minimalist Seat
InventoryItemDescriptions/InvDesc_987	Is this furniture?
InventoryItemNames/InvItem_988	White Brick Wallpaper
InventoryItemDescriptions/InvDesc_988	Better than hay.
InventoryItemNames/InvItem_989	Red Brick Wallpaper
InventoryItemDescriptions/InvDesc_989	Better than hay.
InventoryItemNames/InvItem_990	Green Brick Wallpaper
InventoryItemDescriptions/InvDesc_990	Better than hay.
InventoryItemNames/InvItem_991	Dark Tiles
InventoryItemDescriptions/InvDesc_991	Keeps your house cool
InventoryItemNames/InvItem_992	Bright Tiles
InventoryItemDescriptions/InvDesc_992	Keeps your house cool
InventoryItemNames/InvItem_993	Mascot Head
InventoryItemDescriptions/InvDesc_993	A bad keeper
InventoryItemNames/InvItem_994	Mascot Legs
InventoryItemDescriptions/InvDesc_994	The Clothes of a worker.
InventoryItemNames/InvItem_995	Mascot Torso
InventoryItemDescriptions/InvDesc_995	The Clothes of a worker.
InventoryItemNames/InvItem_996	Bunk Bed
InventoryItemDescriptions/InvDesc_996	So much room
InventoryItemNames/InvItem_997	Cooked Blob Fish
InventoryItemDescriptions/InvDesc_997	It's so bad.
InventoryItemNames/InvItem_998	Honey Comb Path
InventoryItemDescriptions/InvDesc_998	It's a bit stick on your feet
InventoryItemNames/InvItem_999	Warm Nordic Wall
InventoryItemDescriptions/InvDesc_999	Warm wall
InventoryItemNames/InvItem_1000	Warm Nordic Floor
InventoryItemDescriptions/InvDesc_1000	Warm flooring
InventoryItemNames/InvItem_1001	Bottle Tree Seed
InventoryItemDescriptions/InvDesc_1001	Plant a Bottle Tree. They grow slow!
InventoryItemNames/InvItem_1002	Mushroom Path
InventoryItemDescriptions/InvDesc_1002	It glows a bit
InventoryItemNames/InvItem_1003	Pearl Path
InventoryItemDescriptions/InvDesc_1003	An expensive path for your feet.
InventoryItemNames/InvItem_1004	Melon Scarecrow
InventoryItemDescriptions/InvDesc_1004	Stop birds from eating all your crops.
InventoryItemNames/InvItem_1005	Elf Ears
InventoryItemDescriptions/InvDesc_1005	Pointy Lil Ears
InventoryItemNames/InvItem_1006	Elf Hat
InventoryItemDescriptions/InvDesc_1006	A helper's hat
InventoryItemNames/InvItem_1007	Elf Pants
InventoryItemDescriptions/InvDesc_1007	Pants of a hard worker
InventoryItemNames/InvItem_1008	Elf Shirt
InventoryItemDescriptions/InvDesc_1008	A helper's shirt
InventoryItemNames/InvItem_1009	Elf Shoes
InventoryItemDescriptions/InvDesc_1009	For someone on their feet all year
InventoryItemNames/InvItem_1010	Festive Tree
InventoryItemDescriptions/InvDesc_1010	So pretty!
InventoryItemNames/InvItem_1011	Festive Scarecrow
InventoryItemDescriptions/InvDesc_1011	Stop birds from eating all your crops.
InventoryItemNames/InvItem_1012	Festive Crate
InventoryItemDescriptions/InvDesc_1012	Store special things in here if you like
InventoryItemNames/InvItem_1013	Festive Jackaroo
InventoryItemDescriptions/InvDesc_1013	A statue made of light
InventoryItemNames/InvItem_1014	Cherries
InventoryItemDescriptions/InvDesc_1014	What can I put on top of these?
InventoryItemNames/InvItem_1015	Cooked Cherries
InventoryItemDescriptions/InvDesc_1015	Chic-a-Cherry Cooked
InventoryItemNames/InvItem_1016	Fireplace
InventoryItemDescriptions/InvDesc_1016	It's a fire for inside
InventoryItemNames/InvItem_1017	Mini Festive Tree
InventoryItemDescriptions/InvDesc_1017	
InventoryItemNames/InvItem_1018	Festive Boom Box
InventoryItemDescriptions/InvDesc_1018	A box that plays a festive beat.
InventoryItemNames/InvItem_1019	Festive Towel
InventoryItemDescriptions/InvDesc_1019	Soak up that festive sun
InventoryItemNames/InvItem_1020	Festive Umbrella
InventoryItemDescriptions/InvDesc_1020	Block out that festive sun
InventoryItemNames/InvItem_1021	Candy Cane
InventoryItemDescriptions/InvDesc_1021	It's minty
InventoryItemNames/InvItem_1022	Jolly Dress
InventoryItemDescriptions/InvDesc_1022	So jolly! He! He! He!
InventoryItemNames/InvItem_1023	Striped Boogie Board
InventoryItemDescriptions/InvDesc_1023	Float your day away.
InventoryItemNames/InvItem_1024	Star Light
InventoryItemDescriptions/InvDesc_1024	Twinkle Twinkle
InventoryItemNames/InvItem_1025	Candy Pickaxe
InventoryItemDescriptions/InvDesc_1025	Sweet Pickaxe
InventoryItemNames/InvItem_1026	Candy Axe
InventoryItemDescriptions/InvDesc_1026	Choppy Night
InventoryItemNames/InvItem_1027	Gingerbread Path
InventoryItemDescriptions/InvDesc_1027	So tasty you can walk on it.
InventoryItemNames/InvItem_1028	Festive Fence
InventoryItemDescriptions/InvDesc_1028	Keeps festivities in
InventoryItemNames/InvItem_1029	Pleep Whistle
InventoryItemDescriptions/InvDesc_1029	Calls Pleep towards you.
InventoryItemNames/InvItem_1030	Holly Wreath
InventoryItemDescriptions/InvDesc_1030	It's a joy to wear!
InventoryItemNames/InvItem_1031	Tuckshop Deed
InventoryItemDescriptions/InvDesc_1031	A place to get tucker and yarns
InventoryItemNames/InvItem_1032	Marble Path
InventoryItemDescriptions/InvDesc_1032	What a fancy path.
InventoryItemNames/InvItem_1033	Coffee Seeds
InventoryItemDescriptions/InvDesc_1033	Put 'em in the ground!
InventoryItemNames/InvItem_1034	Coffee Bean
InventoryItemDescriptions/InvDesc_1034	Roast for energy
InventoryItemNames/InvItem_1035	Roasted Coffee Beans
InventoryItemDescriptions/InvDesc_1035	Brew for more energy
InventoryItemNames/InvItem_1036	Coffee
InventoryItemDescriptions/InvDesc_1036	Morning brown
InventoryItemNames/InvItem_1037	Signwriting  Table
InventoryItemDescriptions/InvDesc_1037	Craft signs and other stuff
InventoryItemNames/InvItem_1038	A Letter Statue
InventoryItemDescriptions/InvDesc_1038	Alphabet statue
InventoryItemNames/InvItem_1039	B Letter Statue
InventoryItemDescriptions/InvDesc_1039	Alphabet statue
InventoryItemNames/InvItem_1040	C Letter Statue
InventoryItemDescriptions/InvDesc_1040	Alphabet statue
InventoryItemNames/InvItem_1041	D Letter Statue
InventoryItemDescriptions/InvDesc_1041	Alphabet statue
InventoryItemNames/InvItem_1042	E Letter Statue
InventoryItemDescriptions/InvDesc_1042	Alphabet statue
InventoryItemNames/InvItem_1043	F Letter Statue
InventoryItemDescriptions/InvDesc_1043	Alphabet statue
InventoryItemNames/InvItem_1044	G Letter Statue
InventoryItemDescriptions/InvDesc_1044	Alphabet statue
InventoryItemNames/InvItem_1045	H Letter Statue
InventoryItemDescriptions/InvDesc_1045	Alphabet statue
InventoryItemNames/InvItem_1046	I Letter Statue
InventoryItemDescriptions/InvDesc_1046	Alphabet statue
InventoryItemNames/InvItem_1047	J Letter Statue
InventoryItemDescriptions/InvDesc_1047	Alphabet statue
InventoryItemNames/InvItem_1048	K Letter Statue
InventoryItemDescriptions/InvDesc_1048	Alphabet statue
InventoryItemNames/InvItem_1049	L Letter Statue
InventoryItemDescriptions/InvDesc_1049	Alphabet statue
InventoryItemNames/InvItem_1050	M Letter Statue
InventoryItemDescriptions/InvDesc_1050	Alphabet statue
InventoryItemNames/InvItem_1051	N Letter Statue
InventoryItemDescriptions/InvDesc_1051	Alphabet statue
InventoryItemNames/InvItem_1052	O Letter Statue
InventoryItemDescriptions/InvDesc_1052	Alphabet statue
InventoryItemNames/InvItem_1053	P Letter Statue
InventoryItemDescriptions/InvDesc_1053	Alphabet statue
InventoryItemNames/InvItem_1054	Q Letter Statue
InventoryItemDescriptions/InvDesc_1054	Alphabet statue
InventoryItemNames/InvItem_1055	R Letter Statue
InventoryItemDescriptions/InvDesc_1055	Alphabet statue
InventoryItemNames/InvItem_1056	S Letter Statue
InventoryItemDescriptions/InvDesc_1056	Alphabet statue
InventoryItemNames/InvItem_1057	T Letter Statue
InventoryItemDescriptions/InvDesc_1057	Alphabet statue
InventoryItemNames/InvItem_1058	U Letter Statue
InventoryItemDescriptions/InvDesc_1058	Alphabet statue
InventoryItemNames/InvItem_1059	V Letter Statue
InventoryItemDescriptions/InvDesc_1059	Alphabet statue
InventoryItemNames/InvItem_1060	W Letter Statue
InventoryItemDescriptions/InvDesc_1060	Alphabet statue
InventoryItemNames/InvItem_1061	X Letter Statue
InventoryItemDescriptions/InvDesc_1061	Alphabet statue
InventoryItemNames/InvItem_1062	Y Letter Statue
InventoryItemDescriptions/InvDesc_1062	Alphabet statue
InventoryItemNames/InvItem_1063	Z Letter Statue
InventoryItemDescriptions/InvDesc_1063	Alphabet statue
InventoryItemNames/InvItem_1064	Hand Written sign
InventoryItemDescriptions/InvDesc_1064	Shows a message
InventoryItemNames/InvItem_1065	Signwriting  Pen
InventoryItemDescriptions/InvDesc_1065	Allows you to write on signs
InventoryItemNames/InvItem_1066	Iron Sign
InventoryItemDescriptions/InvDesc_1066	A big green sign
InventoryItemNames/InvItem_1067	Gum Wood Direction Sign
InventoryItemDescriptions/InvDesc_1067	Points the way
InventoryItemNames/InvItem_1068	Palm Wood Direction Sign
InventoryItemDescriptions/InvDesc_1068	Points the way
InventoryItemNames/InvItem_1069	Hard Wood Direction Sign
InventoryItemDescriptions/InvDesc_1069	Points the way
InventoryItemNames/InvItem_1070	Tin Direction Sign
InventoryItemDescriptions/InvDesc_1070	Points the way
InventoryItemNames/InvItem_1071	Sail Boat
InventoryItemDescriptions/InvDesc_1071	A wind powered boat.
InventoryItemNames/InvItem_1072	Jackaroo Crossing Sign
InventoryItemDescriptions/InvDesc_1072	Watch out for Roos around this.
InventoryItemNames/InvItem_1073	Lattice Fence
InventoryItemDescriptions/InvDesc_1073	See through fence
InventoryItemNames/InvItem_1074	Jackaroo Paw
InventoryItemDescriptions/InvDesc_1074	A strange looking flower
InventoryItemNames/InvItem_1075	Flannel Flower
InventoryItemDescriptions/InvDesc_1075	Will it keep you warm?
InventoryItemNames/InvItem_1076	River Daisy
InventoryItemDescriptions/InvDesc_1076	Grows near rivers?
InventoryItemNames/InvItem_1077	Orange Paper Daisy
InventoryItemDescriptions/InvDesc_1077	It looks fake.
InventoryItemNames/InvItem_1078	Gum Wood Flower Bed
InventoryItemDescriptions/InvDesc_1078	Decorative Flower Bed
InventoryItemNames/InvItem_1079	Wide Gum Wood Bridge
InventoryItemDescriptions/InvDesc_1079	Maybe you could cross the water on this?
InventoryItemNames/InvItem_1080	Wide Hard Wood Bridge
InventoryItemDescriptions/InvDesc_1080	Maybe you could cross the water on this?
InventoryItemNames/InvItem_1081	Bird of Paradise
InventoryItemDescriptions/InvDesc_1081	A strange looking flower
InventoryItemNames/InvItem_1082	Glow Button
InventoryItemDescriptions/InvDesc_1082	A yellow puff of light
InventoryItemNames/InvItem_1083	Trash Bin
InventoryItemDescriptions/InvDesc_1083	For general waste
InventoryItemNames/InvItem_1084	Leaf Glider
InventoryItemDescriptions/InvDesc_1084	Float down like a graceful leaf
InventoryItemNames/InvItem_1085	Desert Pea Pot
InventoryItemDescriptions/InvDesc_1085	A Desert Pea in a pot.
InventoryItemNames/InvItem_1086	River Daisy Pot
InventoryItemDescriptions/InvDesc_1086	A River Daisy in a pot.
InventoryItemNames/InvItem_1087	Flannel Flower Pot
InventoryItemDescriptions/InvDesc_1087	A Flannel Flower in a pot.
InventoryItemNames/InvItem_1088	Butterfly Orchid Pot
InventoryItemDescriptions/InvDesc_1088	A Butterfly Orchid  in a pot.
InventoryItemNames/InvItem_1089	Orange Paper Daisy Pot
InventoryItemDescriptions/InvDesc_1089	A Paper Daisy in a pot.
InventoryItemNames/InvItem_1090	Pink Paper Daisy
InventoryItemDescriptions/InvDesc_1090	It looks fake.
InventoryItemNames/InvItem_1091	White Paper Daisy
InventoryItemDescriptions/InvDesc_1091	It looks fake.
InventoryItemNames/InvItem_1092	Wheelbarrow Flower Bed
InventoryItemDescriptions/InvDesc_1092	Plant flowers in a perfectly good wheelbarrow.
InventoryItemNames/InvItem_1093	Ruby Shard
InventoryItemDescriptions/InvDesc_1093	Sharp bits of ruby
InventoryItemNames/InvItem_1094	Emerald Shard
InventoryItemDescriptions/InvDesc_1094	Sharp bits of emerald
InventoryItemNames/InvItem_1095	Waterbed
InventoryItemDescriptions/InvDesc_1095	Create decorative waterfalls
InventoryItemNames/InvItem_1096	Bottle of Clouds
InventoryItemDescriptions/InvDesc_1096	Should I open it?
InventoryItemNames/InvItem_1097	Large Cement Fountain
InventoryItemDescriptions/InvDesc_1097	A big water feature.
InventoryItemNames/InvItem_1098	Copper Flower Pot
InventoryItemDescriptions/InvDesc_1098	Decorative Flower Pot
InventoryItemNames/InvItem_1099	Lilly Pilly Seed
InventoryItemDescriptions/InvDesc_1099	A fruity seed
InventoryItemNames/InvItem_1100	Small Lilly Pilly Seed
InventoryItemDescriptions/InvDesc_1100	A fruity little seed
InventoryItemNames/InvItem_1101	Comp Bug Net
InventoryItemDescriptions/InvDesc_1101	Catch those creepy crawlies like a pro.
InventoryItemNames/InvItem_1102	Gold Bug Comp Trophy
InventoryItemDescriptions/InvDesc_1102	1st Place!
InventoryItemNames/InvItem_1103	Silver Bug Comp Trophy
InventoryItemDescriptions/InvDesc_1103	2nd is the best!
InventoryItemNames/InvItem_1104	Bronze Bug Comp Trophy
InventoryItemDescriptions/InvDesc_1104	3rd ain't bad.
InventoryItemNames/InvItem_1105	Bridged Waterbed
InventoryItemDescriptions/InvDesc_1105	Create decorative waterfalls with a bridge.
InventoryItemNames/InvItem_1106	Band Stand
InventoryItemDescriptions/InvDesc_1106	An outdoor community centre.
InventoryItemNames/InvItem_1107	Diving Helmet
InventoryItemDescriptions/InvDesc_1107	Spooky.
InventoryItemNames/InvItem_1108	Improved Chainsaw
InventoryItemDescriptions/InvDesc_1108	An Improved saw comprised of chain.
InventoryItemNames/InvItem_1109	Empty Improved Chainsaw
InventoryItemDescriptions/InvDesc_1109	It needs charging.
InventoryItemNames/InvItem_1110	Balloon
InventoryItemDescriptions/InvDesc_1110	Who would have thought air could be so much fun?
InventoryItemNames/InvItem_1111	Red Cloth Path
InventoryItemDescriptions/InvDesc_1111	Picnicy
InventoryItemNames/InvItem_1112	Sparkler
InventoryItemDescriptions/InvDesc_1112	A mini firework
InventoryItemNames/InvItem_1113	Mu Whistle
InventoryItemDescriptions/InvDesc_1113	Calls Mus to you
InventoryItemNames/InvItem_1114	Camera Tripod
InventoryItemDescriptions/InvDesc_1114	Take a selfie
InventoryItemNames/InvItem_1115	Wooden Swing
InventoryItemDescriptions/InvDesc_1115	Weeee!
InventoryItemNames/InvItem_1116	Lily Pad
InventoryItemDescriptions/InvDesc_1116	A lil' water pad
InventoryItemNames/InvItem_1117	Giant Lily Pad
InventoryItemDescriptions/InvDesc_1117	You can stand on it!
InventoryItemNames/InvItem_1118	Hard Wood Flower Bed
InventoryItemDescriptions/InvDesc_1118	Decorative Flower Bed
InventoryItemNames/InvItem_1119	Portable Roof
InventoryItemDescriptions/InvDesc_1119	It's a roof
InventoryItemNames/InvItem_1120	Key-Cycler
InventoryItemDescriptions/InvDesc_1120	Transforms unwanted relics into keys
InventoryItemNames/InvItem_1121	Billy Can Kit
InventoryItemDescriptions/InvDesc_1121	Make hot drinks, jams and soups.
InventoryItemNames/InvItem_1122	Tongs
InventoryItemDescriptions/InvDesc_1122	Don't burn your hands
