Key	English	French	Russian	Chinese (Simplified)	Japanese	Korean	Chinese (Traditional)	Thai	Indonesian	Italian	Spanish (Latin Americas)	Portuguese	Turkish	German	Notes
MilestoneDesc/MilestoneDesc_30	Mixing things all together to make something? You're a bloody chef, I'll tell you what. Here is a milestone for cooking at the cooking table.	Tout mélanger pour préparer quelque chose ? Laisse-moi te dire, tu es un vrai chef. Voici un jalon pour avoir cuisiné à la table de cuisson.	Смешиваете все подряд, чтобы что-то приготовить? Да вы чертов повар, скажу я вам. Вот цель за использование стола для готовки.	各种食材一锅乱炖？你真是位大厨。这是在烹饪台做菜的里程碑。	ぜんぶ混ぜ料理！？とんでもないシェフがいたもんだ！これは調理台で料理をした人へのマイルストーンだ。	각종 재료를 섞어 뭔가를 만든다고요? 요리사 기질이 다분하군요. 조리대에서 요리했으니 추억 조각을 드립니다.	把不同材料混在一起做成新東西？不得不說你真是個厲害的廚師。這是在料理台做菜的里程碑。	จับนี่ผสมนั่นให้เป็นเมนูอร่อย นี่มันเชฟเทวดาชัดๆ นี่คือเส้นชัยจากการทำอาหารที่โต๊ะปรุงอาหาร	Mencampurkan semuanya untuk membuat sesuatu? Kamu memang koki yang luar biasa. Ini milestone dari memasak di meja masak.	Mescolare ingredienti per creare qualcosa? Sei uno chef nato, te lo dico io. Ecco un obiettivo per il cibo preparato al tavolo da cucina.	¿Mezclar diferentes ingredientes para preparar algo? Eres todo un chef, te lo aseguro. Aquí tienes un hito por haber cocinado en la mesa de cocina.	Mistura as coisas para preparar algo? Você realmente é um chef. Aqui está um prêmio por cozinhar na mesa de culinária.	Her şeyi karıştırıp ortaya bir yemek çıkardın öyle mi? Gerçekten harika bir aşçısın! Pişirme masasında yemek pişirdiğin için başarı kazandın.	Du mischst alles zusammen, um etwas Leckeres zu kochen? Du bist ein richtiger Chefkoch, das sage ich dir. Hier ist ein Meilenstein für das Kochen am Kochtisch.	
MilestoneDesc/MilestoneDesc_31	Always replace what you've taken. Here is a milestone for planting tree seeds.	Il faut toujours remplacer ce qu'on prend. Voici un jalon pour avoir planté des graines d'arbres.	Всегда возмещайте то, что взяли. Вот цель за посадку семян деревьев.	有借就有还。这是植树的里程碑。	切ったら植えるのを忘れずに。これは木の種子を植えた人へのマイルストーンだ。	뭔가를 가져갔으면 도로 채워야죠. 나무 씨앗을 심었으니 추억 조각을 드립니다.	永遠記得，拿走什麼就要補什麼回來。這是種下樹苖的里程碑。	เอาอะไรไปก็ต้องเติมใหม่เสมอ นี่คือเส้นชัยจากการปลูกเมล็ดพันธุ์ต้นไม้	Selalu ganti apa yang sudah kamu ambil. Ini adalah milestone dari menanam bibit pohon.	Sostituisci sempre ciò che hai preso. Ecco un obiettivo per aver piantato semi di alberi.	Siempre que cosechas, reemplaza lo que has tomado. Aquí tienes un hito por haber plantado semillas de árboles.	Sempre reponha o que você usou. Aqui está um prêmio por plantar sementes de árvores.	Doğadan aldıklarını doğaya geri vermelisin. Ağaç tohumları ektiğin için başarı kazandın.	Man muss immer ersetzen, was man genommen hat. Hier ist ein Meilenstein für das Pflanzen von Baumsamen.	
MilestoneDesc/MilestoneDesc_32	What are fish doing in the ocean when they could be put to good use lining your pockets. Here is a milestone for selling fish.	Que font les poissons dans l'océan alors qu'ils pourraient être utiles et te remplir les poches. Voici un jalon pour avoir pêché.	Что делает рыба в океане, когда она могла бы набивать ваши карманы? Вот цель за продажу рыбы.	既然鱼可以好好利用起来充实钱包，又何必让它们在海里游来游去。这是出售鱼的里程碑。	魚たちは海で何をしてるんだ。お金に換えてあげようというのに！これは魚を売った人へのマイルストーンだ。	바다에 물고기가 많아봤자 내 수중에 안 들어오면 소용없죠. 물고기를 판매했으니 추억 조각을 드립니다.	魚待在海裡做什麼？不如拿來好好利用，讓你賺錢。這是賣魚的里程碑。	ปลาจะอยู่ในทะเลไปทำไม จับมาเปลี่ยนเป็นเงินให้เธอสิ ดีกว่ากันเยอะเลย นี่คือเส้นชัยจากการขายปลา	Untuk apa ikan berada di lautan jika bisa dimanfaatkan untuk mengisi kantongmu. Ini milestone dari menjual ikan.	Cosa ci fanno i pesci nell'oceano quando potrebbero essere usati per riempire le tue tasche? Ecco un obiettivo per la vendita del pesce.	¿Qué hacen los peces en el océano cuando podrías usarlos para llenar tus bolsillos? Aquí tienes un hito por haber vendido pescado.	O que os peixes estão fazendo no oceano quando podem ter melhor uso, como encher os seus bolsos? Aqui está um prêmio por vender peixes.	Okyanustan tuttuğun balıkları satarak para kazanabilirsin. Balık sattığın için başarı kazandın.	Was haben Fische im Meer zu suchen, wenn man sie auch gut für die eigenen Taschen gebrauchen kann? Hier ist ein Meilenstein für den Verkauf von Fisch.	
MilestoneDesc/MilestoneDesc_33	Bugs are everywhere. For some reason, John wants them. Here is a milestone for selling bugs.	Il y a des insectes partout. Pour une raison quelconque, John les veut. Voici un jalon pour avoir vendu des insectes.	Козявки везде. Зачем-то они понадобились Джону. Вот цель за продажу козявок.	昆虫无处不在，约翰不知为何想要昆虫。这是出售昆虫的里程碑。	虫はあちこちにいる。なぜだか知らないが、ジョンはほしがっているようだ。これは虫を売った人へのマイルストーンだ。	사방에 벌레투성이인데, 영문은 몰라도 존이 벌레를 원하네요. 벌레를 판매했으니 추억 조각을 드립니다.	蟲子無所不在。不知道為什麼，約翰想要這些蟲子。這是賣蟲子的里程碑。	ไปที่ไหนก็เจอแต่แมลง แต่ถ้าจอห์นอยากได้ก็จัดไป นี่คือเส้นชัยจากการขายแมลง	Serangga ada di mana-mana. Entah mengapa, John menginginkannya. Ini milestone dari menjual serangga.	Gli insetti sono ovunque. Per qualche motivo, John li vuole. Ecco un obiettivo per la vendita di insetti.	Los insectos están por todas partes. Por alguna razón, John los quiere. Aquí tienes un hito por haber vendido insectos.	Os insetos estão por toda parte. Por alguma razão, John os quer. Aqui está um prêmio por vender insetos.	Böcekler her yerde ve nedense John bu böcekleri istiyor. Böcekleri sattığın için başarı kazandın.	Käfer sind überall. Aus irgendeinem Grund will John sie haben. Hier ist ein Meilenstein für den Verkauf von Käfern.	
MilestoneDesc/MilestoneDesc_34	You've got to squeeze for every Dink you can. Even if it means dealing with shells. Here is a milestone for selling shells.	Tu dois presser pour obtenir chaque Dink possible. Même si cela veut dire s'occuper des coquilles. Voici un jalon pour avoir vendu des coquilles.	Вам нужно выжимать Динк из всего, что можете. Даже из ракушек. Вот цель за продажу ракушек.	一枚汀克币都别放过，即便得处理贝类。这是出售贝类的里程碑。	たとえ貝殻の取引でも、びた1ディンクたりともまけられない。これは貝殻を売った人へのマイルストーンだ。	뭐든 머릴 쓰면 돈이 됩니다. 조가비를 판매했으니 추억 조각을 드립니다.	你必須盡力賺到每一分錢。即使這代表要處理貝殼。這是賣貝殼的里程碑。	กว่าจะได้เงินทองมาทีก็ลำบาก ถ้าถึงขั้นต้องตรากตรำไปหาเปลือยหอยก็ยอม นี่คือเส้นชัยจากการขายเปลือกหอย	Kamu harus memeras Dink sebanyak mungkin. Bahkan jika itu berarti berurusan dengan kerang. Ini adalah milestone dari menjual kerang.	Devi spremere ogni Dink che puoi. Anche se significa avere a che fare con le conchiglie. Ecco un obiettivo per la vendita di conchiglie.	Tienes que sacarle todo el provecho posible a los dink, incluso si eso significa lidiar con caracolas. Aquí tienes un hito por haber vendido caracolas.	Você tem que se virar por cada Dink que puder. Mesmo que isso signifique mexer com conchas. Aqui está um prêmio por vender conchas.	Dink kazanmak için her şeyi denemelisin. Deniz kabuklarını bile... Deniz kabuğu sattığın için başarı kazandın.	Man muss sich um jedes Dink bemühen, das man kriegen kann. Auch wenn das bedeutet, mit Muscheln zu handeln. Hier ist ein Meilenstein für den Verkauf von Muscheln.	
MilestoneDesc/MilestoneDesc_35	Farming has paid off. You've reaped what you have sown. Here is a milestone for selling plants.	La récolte a été bonne. Tu as récolté ce que tu as semé. Voici un jalon pour avoir vendu des plantes.	Фермерство окупилось. Вы пожали то, что посеяли. Вот цель за продажу растений.	一分耕耘，一分收获，辛勤务农得到了回报。这是出售植物的里程碑。	農業とは実りのあるもの。植えたものは刈り取った。これは作物を売った人へのマイルストーンだ。	농사를 지은 보람이 있네요. 뿌린 대로 잘 거뒀습니다. 식물을 판매했으니 추억 조각을 드립니다.	耕種得到了回報。你收穫了你所種下的作物。這是出售植物的里程碑。	เพาะปลูกคราวนี้คุ้มเหนื่อยแล้วนะ เธอได้เก็บเกี่ยวความงอกเงยจากน้ำพักน้ำแรง นี่คือเส้นชัยจากการขายพืชพันธุ์	Bertani telah membuahkan hasil. Siapa yang menanam, dia yang menuai. Ini milestone dari memanen tanaman.	L'agricoltura ha dato i suoi frutti. Hai raccolto ciò che hai seminato. Ecco un obiettivo per la vendita di piante.	La agricultura ha dado sus frutos y ahora cosechas lo que sembraste. Aquí tienes un hito por haber vendido plantas.	Cultivar valeu a pena. Você colheu o que semeou. Aqui está um prêmio por vender plantas.	Çiftçilik hasat verdi ve ne ektiysen onu biçtin. Tarım ürünlerini sattığın için başarı kazandın.	Die Arbeit auf der Farm hat sich gelohnt. Du hast geerntet, was du gesät hast. Hier ist ein Meilenstein für den Verkauf von Pflanzen.	
MilestoneDesc/MilestoneDesc_36	There is stuff everywhere underground. Here is a milestone for digging up treasure.	Il y a beaucoup de choses sous la terre. Voici un jalon pour avoir déterré un trésor.	Под землей везде что-то есть. Вот цель за выкапывание сокровища.	地下到处是宝贝。这是挖掘宝藏的里程碑。	地下は色々なものであふれている。これは宝物を発掘した人へのマイルストーンだ。	땅속 곳곳에 물건들이 묻혀 있어요. 보물을 발굴한 대가로 추억 조각을 드립니다.	地底下到處都是寶藏。這是挖掘寶藏的里程碑。	ใต้ดินมีอะไรซ่อนอยู่เต็มไปหมด นี่คือเส้นชัยจากการขุดสมบัติ	Ada banyak barang di bawah tanah. Ini milestone dari menggali harta karun.	C'è roba ovunque sottoterra. Ecco un obiettivo per aver dissotterrato tesori.	Bajo tierra, hay todo tipo de objetos, por todas partes. Aquí tienes un hito por haber desenterrado tesoros.	Tem de tudo no subsolo. Aqui está um prêmio por desenterrar o tesouro.	Yeraltı bir sürü şeyle dolu. Yeri kazarak hazine çıkardığın için başarı kazandın.	Unter der Erde gibt es überall etwas zu finden. Hier ist ein Meilenstein für das Ausgraben von Schätzen.	
MilestoneDesc/MilestoneDesc_37	Bury fruit and get a fruit tree! You beauty! Here is a milestone for burying fruit.	Enterrer un fruit pour obtenir un arbre fruitier ! Quelle beauté ! Voici un jalon pour avoir enterré un fruit.	Закопайте фрукт и получите фруктовое дерево! Красава! Вот цель за закапывание фруктов.	埋下果实，种出果树，你做得很棒！这是埋藏果实的里程碑。	果物を埋めて果樹をゲット！素晴らしい！これは果物を埋めた人へのマイルストーンだ。	과일을 묻어서 과일나무를 키우세요! 아름답다고요! 과일을 구입했으니 추억 조각을 드립니다.	埋下水果，就能得到一棵果樹！太棒了！這是埋藏水果的里程碑。	ฝังผลไม้ให้งอกใหม่เป็นไม้ผล! แบบนี้แหละสวย! นี่คือเส้นชัยจากการฝังผลไม้	Kubur buah dan dapatkan pohon buah! Cantik sekali! Ini adalah milestone dari mengubur buah.	Sotterra della frutta e ottieni un albero da frutto! Che bellezza! Ecco un obiettivo per aver sotterrato della frutta.	¡Si entierras fruta, tendrás un árbol frutal! ¡Qué belleza! Aquí tienes un hito por haber enterrado fruta.	Enterre as frutas e receba uma árvore frutífera. Que beleza! Aqui está um prêmio por enterrar frutas.	Meyveleri göm ki meyve ağacın olsun! Meyve gömdüğün için başarı kazandın.	Vergrabe Obst und bekomme einen Obstbaum! Mega! Hier ist ein Meilenstein für das Vergraben von Obst.	
MilestoneDesc/MilestoneDesc_38	Here is a milestone for diving for treasure.	Voici un jalon pour avoir plongé à la recherche d'un trésor.	Вот цель за ныряние за сокровищем.	这是潜水寻宝的里程碑。	これは宝物に飛び込んだ人へのマイルストーンだ。	보물을 얻으러 잠수했으니 추억 조각을 드립니다.	這是潛水尋寶的里程碑。	นี่คือเส้นชัยจากการดำน้ำหาสมบัติ	Ini milestone dari menyelam mencari harta karun.	Ecco un obiettivo per le immersioni alla ricerca di tesori.	Aquí tienes un hito por haber buceado en busca del tesoro.	Aqui está um prêmio por ir atrás do tesouro.	Hazine dalgıçlığı yaptığın için başarı kazandın.	Hier ist ein Meilenstein für das Tauchen nach Schätzen.	
MilestoneDesc/MilestoneDesc_39	You treat your feathered and furred friends well. Here is a milestone for petting your animals.	Tu traites bien tes amis à poils et à fourrure. Voici un jalon pour avoir pris soin de tes animaux.	Вы хорошо обращаетесь с пернатыми и пушистыми друзьями. Вот цель за ласковое обращение с животными.	你对长着羽毛和毛皮的伙伴很不错。这是抚摸动物的里程碑。	鳥や動物たちを大事にしているね。これは動物を可愛がっていた人へのマイルストーンだ。	깃털이 달리거나 털이 있는 친구들을 친절하게 대하네요. 동물 친구들을 쓰다듬어줬으니 추억 조각을 드립니다.	你對有羽毛和毛茸茸的朋友們很好。這是撫摸動物的里程碑。	เธอดูแลเพื่อนขนปุยและสหายมีปีกเป็นอย่างดี นี่คือเส้นชัยจากการลูบสัตว์เลี้ยง	Kamu memperlakukan dengan baik temanmu yang berbulu dan berambut. Inilah milestone dari memelihara hewan milikmu.	Ti prendi cura dei tuoi amici pennuti e a quattro zampe. Ecco un obiettivo per aver coccolato i tuoi animali.	Tratas bien a tus amigos peludos y emplumados. Aquí tienes un hito por cuidar de tus mascotas.	Você trata bem seus amigos de pelos e de penas. Aqui está um prêmio por cuidar dos seus animais.	Tüylü dostlarına çok iyi davranıyorsun. Hayvanlarını sevdiğin için başarı kazandın.	Du behandelst deine gefiederten und pelzigen Freunde gut. Hier ist ein Meilenstein für das Streicheln deiner Tiere.	
MilestoneDesc/MilestoneDesc_4	Crafting useful things yourself is a handy skill in a place starting off with nothing. Here is a milestone for crafting items.	Créer soi-même des choses utiles est une compétence pratique quand on part de rien. Voici un jalon pour avoir créé des choses.	Изготавливать полезные вещи самостоятельно — удобный навык там, где вы начинаете с нуля. Вот цель за изготовление предметов.	要在一个地方白手起家，独立打造有用物品是项好技能。这是打造物品的里程碑。	便利なものを自分で作れるのは、一から始めるのに役立つスキルだね。これはアイテムを作った人へのマイルストーンだ。	아무것도 없을 때는 요긴하게 직접 물건을 만들어 쓰면 좋아요. 아이템을 제작했으니 추억 조각을 드립니다.	在這個從零開始的地方，自己製作有用的東西是很方便的技能。這是製作物品的里程碑。	การประดิษฐ์ของใช้ที่มีประโยชน์เป็นทักษะแสนสะดวกในดินแดนที่ต้องตั้งหลักใหม่หมด นี่คือเส้นชัยจากการประดิษฐ์สิ่งของ	Membuat sendiri kerajinan yang berguna adalah keterampilan penting di tempat kita harus memulai dari nol. Ini adalah milestone dari membuat barang.	Creare oggetti utili da soli è un'abilità essenziale in un posto in cui si parte dal nulla. Ecco un obiettivo per aver creato oggetti.	Poder crear objetos útiles es una habilidad muy valiosa cuando empiezas de cero en un lugar nuevo. Aquí tienes un hito por haber fabricado objetos.	Criar coisas úteis por conta própria é uma habilidade prática em um lugar que não tem nada. Aqui está um prêmio por criar itens.	Sıfırla başladın ama şimdi kendine kullanışlı nesneler üretiyorsun. Nesne ürettiğin için başarı kazandın.	Selbst nützliche Dinge herzustellen ist an einem Ort, an dem es am Anfang nichts gibt, eine praktische Fähigkeit. Hier ist ein Meilenstein für die Herstellung von Gegenständen.	
MilestoneDesc/MilestoneDesc_40	You feed them every day so they will love you. Here is a milestone for feeding your animals.	Tu les nourris chaque jour donc ils t'aiment. Voici un jalon pour avoir nourri tes animaux.	Вы их каждый день кормите, и они вас любят. Вот цель за кормежку животных.	每天给它们喂食，它们就会喜欢你。这是喂养动物的里程碑。	毎日世話をしてあげれば、動物たちもきっとなつくはず！これは動物にエサやりをした人へのマイルストーンだ。	동물의 사랑을 받고 싶다면 매일 사료를 줘야겠죠. 동물에게 사료를 줬으니 추억 조각을 드립니다.	你每天餵牠們，所以牠們會愛你。這是餵養動物的里程碑。	ถ้าให้อาหารทุกวันก็จะได้รับความรักคืนกลับมา นี่คือเส้นชัยจากการให้อาหารสัตว์เลี้ยง	Kamu memberi mereka makan setiap hari sehingga mereka pun menyayangimu. Ini milestone dari memberi makan hewan milikmu.	Nutrili ogni giorno e ti ameranno. Ecco un obiettivo per aver nutrito i tuoi animali.	Alimentas a los animales todos los días y ellos te aman. Aquí tienes un hito por haber alimentado a tus mascotas.	Você os alimenta todos os dias para que eles te amem. Aqui está um prêmio por alimentar seus animais.	Hayvanlarını her gün beslersen seni daha çok severler. Hayvanlarını beslediğin için başarı kazandın.	Du fütterst sie jeden Tag, deshalb lieben sie dich. Hier ist ein Meilenstein für die Fütterung deiner Tiere.	
MilestoneDesc/MilestoneDesc_41	Deep down in the shifting mines, it's dangerous... but you've been there a bunch! Here is a milestone for entering the mines.	Au fin fond des mines en mouvement, c'est dangereux... mais tu y es allé plusieurs fois ! Voici un jalon pour être entré dans les mines.	Глубоко в подвижных шахтах опасно... но вы там были не раз! Вот цель за посещение шахт.	矿井深处变化无常，充满危险…但你去过很多次！这是进入矿井的里程碑。	変化する鉱山の奥深くには危険がいっぱい…でも何回も挑んだね！これは鉱山に入った人へのマイルストーンだ。	지하 깊은 곳의 움직이는 광산들은 위험해요... 하지만 자주 들락날랐했군요! 광산에 들어갔다 왔으니 추억 조각을 드립니다.	在不斷變化的礦井深處，是很危險的……但你去過很多次了！這是進入礦坑的里程碑。	มีอันตรายซ่อนอยู่ในมุมลึกของเหมืองเลื่อนลอย... แต่เธอก็เคยเข้าไปหลายครั้งแล้วล่ะนะ! นี่คือเส้นชัยจากการเข้าไปในเหมือง	Masuk jauh ke dalam tambang yang terus bergeser, berbahaya... tapi kamu sudah sering ke sana! Ini milestone dari memasuki tambang.	È pericoloso scendere nelle profondità delle miniere... ma ci sei stato un sacco di volte! Ecco un obiettivo per l'ingresso nelle miniere.	Es peligroso adentrarse en las minas movedizas... ¡pero ya has estado allí muchas veces! Aquí tienes un hito por haber ingresado a las minas.	Lá embaixo, nas minas móveis, é perigoso... Mas você esteve lá várias vezes! Aqui está um prêmio por entrar nas minas.	Bu madenlere inmek çok tehlikeli ama sen birçok defa indin! Madenlere girdiğin için başarı kazandın.	Tief unten in den sich bewegenden Minen ist es gefährlich ... aber du warst ja schon oft dort! Hier ist ein Meilenstein für das Betreten der Minen.	
MilestoneDesc/MilestoneDesc_42	You help anyone that asks, eh? Here is a milestone for doing a lot of favours.	Tu aides tous ceux qui te le demandent, n'est-ce pas ? Voici un jalon pour avoir rendu beaucoup de services.	Помогаете всем, кто попросит? Вот цель за оказание множества услуг.	不管谁开口求助，你都会帮忙吧？这是多次助人的里程碑。	君はどんな人にでも力を貸す人だ。これはたくさん人助けをした人へのマイルストーンだ。	부탁을 들으면 도와주는군요. 많은 부탁을 들어준 대가로 추억 조각을 드립니다.	你會幫忙任何開口求助的人，對吧？這是你幫了很多人忙的里程碑。	ถ้าใครขออะไร เธอก็ช่วยเหลือเสมอเลย นี่คือเส้นชัยจากการให้ความช่วยเหลือหลายครั้ง	Kamu membantu siapa pun yang meminta, ya? Ini milestone dari memberikan banyak bantuan.	Aiuti chiunque te lo chieda, vero? Ecco un obiettivo per chi non si tira mai indietro quando c'è da fare un favore.	Ayudas a quien te lo pide, ¿eh? Aquí tienes un hito por haber hecho muchos favores.	Você ajuda quem quer que precise, não é? Aqui está um prêmio por fazer muitos favores.	Yardım isteyen herkese elini uzatır mısın? Bir sürü iyilik yaptığın için başarı kazandın.	Du hilfst jedem, der um Hilfe bittet, oder? Hier ist ein Meilenstein für viele Gefälligkeiten.	
MilestoneDesc/MilestoneDesc_43	Being poisoned might not kill you, but it will take a lot of energy out of you. Here is a one time milestone for being poisoned. But try not to be from now on, okay?	Ingérer du poison ne te tueras peut-être pas, mais cela sapera ton énergie. Voici un jalon exceptionnel pour avoir ingéré du poison. Mais évite de recommencer, d'accord ?	Отравление вас не убьет, но заберет много энергии. Вот одноразовая цель за отравление. Но постарайтесь в дальнейшем этого избегать, хорошо?	中毒或许不会要你的命，但会消耗大量能量。这是中毒的单次里程碑。以后多加小心，好吗？	毒を受けても死ぬことはないかもしれないけど、エネルギーをたくさん使っちゃうよ。これは毒を受けた人への1回限りのマイルストーンだ。でも、今後はそうならないよう気をつけて！	독에 걸리면 죽지는 않지만 에너지가 엄청 소모되죠. 독에 걸렸으니 일회성 추억 조각을 드립니다. 하지만 다시는 중독되지 않도록 조심하세요, 알겠죠?	中毒也許不會要了你的命，但會消耗你很多體力。這是中毒一次的里程碑。但從現在開始，試著不要再中毒了，好嗎？	แม้พิษร้ายจะไม่ถึงตาย แต่ก็ทำให้อ่อนระโหยโรยแรงไปเยอะเลย นี่คือเส้นชัยจากการป่วยเพราะพิษ แต่จะให้แค่ครั้งนี้ครั้งเดียวนะ พยายามอย่าให้ป่วยแบบนี้อีก รู้ไหม	Keracunan mungkin tidak akan melukaimu, tapi akan menguras banyak energimu. Ini adalah milestone satu kali untuk keracunan. Namun, usahakan jangan keracunan lagi mulai sekarang, oke?	Un avvelenamento potrebbe non ucciderti, ma ti toglierà un sacco di energia. Ecco un singolo obiettivo per l'avvelenamento. Ma cerca di evitarlo d'ora in poi, ok?	Puede que el envenenamiento no te mate, pero te quitará mucha energía. Aquí tienes un hito de un solo uso por haber sido envenenado. Pero intenta evitarlo a partir de ahora, ¿de acuerdo?	Ser envenenado pode não matá-lo, mas exigirá muita energia de você. Aqui está um prêmio único por ter sido envenenado. Mas tente não passar por isso de novo, ok?	Zehirlenmek seni öldürmez ama enerjini tüketir. Zehirlendiğin için bir seferlik başarı kazandın. Bundan sonra zehirlenmemeye dikkat et tamam mı?	Gift bringt dich vielleicht nicht um, aber es raubt dir eine Menge Energie. Hier ist ein einmaliger Meilenstein für das Vergiftetwerden. Aber versuche doch bitte, dem in Zukunft aus dem Weg zu gehen, OK?	
MilestoneDesc/MilestoneDesc_44	You sure can take a hit or two. Here is a milestone for taking damage.	Tu es vraiment résistant. Voici un jalon pour avoir résisté aux dommages.	Вы точно можете выдержать удар или два. Вот цель за получение урона.	你的皮挺厚实。这是承受伤害的里程碑。	1、2回の攻撃を受けることはもちろんある。これはダメージを受けた人へのマイルストーンだ。	한두 대는 너끈하군요. 피해를 견뎌냈으니 추억 조각을 드립니다.	你還真能承受一兩下攻擊。這是受到傷害的里程碑。	เจ็บหน่อยแต่ก็ยังไหว นี่คือเส้นชัยจากการรับแรงโจมตี	Kamu sanggup menerima satu atau dua pukulan. Ini milestone dari menerima damage.	Di sicuro puoi incassare qualche colpo. Ecco un obiettivo per i danni subiti.	Claro que puedes soportar uno o dos golpes. Aquí tienes un hito por haber sufrido algunos daños.	Você com certeza pode suportar um ou dois golpes. Aqui está um prêmio por sofrer danos.	Aldığın birkaç hasar seni üzmesin. Hasar aldığın için başarı kazandın.	Du kannst sicher ein oder zwei Treffer einstecken. Hier ist ein Meilenstein für das Überstehen von Verletzungen.	
MilestoneDesc/MilestoneDesc_45	Watch your health! Make sure to eat food that recovers health. Maybe have a sit down to recover faster? Here's a milestone for fainting, but try not to from now on. 	Attention à ta santé ! Veille à manger de la nourriture qui te fais du bien. Peut-être que tu devrais t'asseoir pour récupérer plus vite ? Voici un jalon pour t'être évanoui, mais essaye de ne pas recommencer.	Следите за здоровьем! Старайтесь есть пищу, которая восстанавливает здоровье. Может, присядете, чтобы восстановиться быстрее? Вот цель за падение в обморок, но постарайтесь в дальнейшем этого избегать.	注意身体健康！务必吃些恢复生命的食物，或者坐下歇息加快恢复速度？这是昏厥的里程碑，以后多加小心。	体力には気をつけて！体力を回復できる食料を食べるのを忘れずに。座って早く回復するのも手だよ。これは気絶した人へのマイルストーンだけど、今後はそうならないよう気をつけて！	체력을 주시하세요! 체력을 회복하는 음식을 먹어야 합니다. 앉으면 체력이 더 빨리 회복돼요. 기절했으니 추억 조각을 드리지만, 앞으로는 조심하세요.	注意自己的健康！一定要吃能恢復體力的食物。也許坐下來休息一下會恢復得更快？這是暈倒的里程碑，但從現在開始，試著不要再昏倒了。	ระวังสุขภาพด้วย! อย่าลืมกินอาหารบำรุงร่างกาย นั่งพักสักหน่อยไหมเผื่อจะหายเร็วขึ้น นี่คือเส้นชัยจากการเป็นลม แต่พยายามอย่าให้เกิดขึ้นอีกนะ	Jaga kesehatanmu! Pastikan mengonsumsi makanan yang memulihkan kesehatan. Mungkin perlu duduk untuk pulih lebih cepat? Inilah milestone dari pingsan, tapi usahakan jangan pingsan lagi mulai sekarang.	Fai attenzione alla salute! Assicurati di mangiare cibo che permetta di recuperare salute. Puoi sederti per riprenderti più velocemente. Ecco un obiettivo per lo svenimento, ma cerca di evitarlo d'ora in poi.	¡Cuida tu salud! Asegúrate de comer alimentos que te ayuden a recuperar la energía. Quizás te convenga sentarte para recuperarte más rápido, ¿no? Aquí tienes un hito por haberte desmayado, pero intenta evitarlo a partir de ahora.	Cuidado com a saúde! Certifique-se de comer alimentos que recuperam a saúde. Quem sabe se sentar para se recuperar mais rápido? Aqui está um prêmio por desmaiar, mas tente não passar por isso de novo.	Sağlığına dikkat et! Sağlığını geri kazandıracak yemekler yemelisin. Daha hızlı iyileşmek için oturup dinlenmen gerekebilir. Bayıldığın için başarı kazandın ama bundan sonra bayılmamaya çalış.	Achte auf deine Gesundheit! Achte darauf, Lebensmittel zu essen, die deine Gesundheit stärken. Vielleicht solltest du dich hinsetzen, um dich schneller zu erholen? Hier ist ein Meilenstein für das In-Ohnmacht-Fallen, aber versuche es von nun an zu vermeiden.	
MilestoneDesc/MilestoneDesc_46	The more friendly you are with someone the more likely they will send you mail! Here is a milestone for receiving letters.	Plus tu es amical avec une personne, plus elle t'enverra de courrier ! Voici un jalon pour avoir reçu des lettres.	Чем вы дружелюбнее к кому-либо, тем вероятнее, что он отправит вам почту! Вот цель за получение писем.	友好与他人相处，他们就越有可能写信给你！这是收到信件的里程碑。	誰かと仲良くなれば、手紙をもらえる確率が上がる。これは何通も手紙を受け取った人へのマイルストーンだ。	친절함이 몸에 밸수록 감사의 편지를 받을 확률이 높아져요! 편지를 받았으니 추억 조각을 드립니다.	你跟某人越友好，對方就越有可能寄信給你！這是收到信的里程碑。	ยิ่งเธอเข้ากับคนอื่นได้ดี ก็ยิ่งเป็นไปได้ที่เขาจะเขียนจดหมายหาเธอ! นี่คือเส้นชัยจากการได้รับจดหมาย	Makin ramah kamu dengan seseorang, makin besar kemungkinan mereka akan mengirimi kamu surat! Ini milestone dari menerima surat.	Più sei amichevole con qualcuno, più è probabile che ti mandi della posta! Ecco un obiettivo per le lettere ricevute.	Cuanto más amigable seas con alguien, más probabilidades habrá de que te envíe cartas. Aquí tienes un hito por haber recibido cartas.	Quanto mais agradável você for com alguém, maior a probabilidade de que lhe enviem correspondências! Aqui está um prêmio por receber cartas.	Biriyle ne kadar yakın arkadaş olursan o kadar fazla mektup alırsın! Mektup aldığın için başarı kazandın.	Je freundlicher du zu jemandem bist, desto eher wird dir die Person Post schicken! Hier ist ein Meilenstein für den Erhalt von Briefen.	
