Key	English
Generic/TalkToWhileNotComplete_Response_001_006_289322695	Now if you have any other questions, just ask!
Generic/TalkToWhileNotComplete_Response_002_000_1079556823	There are a lot of bugs found only here on <IslandName>.
Generic/TalkToWhileNotComplete_Response_002_000_1371689203	You can get <PermitPoints> by completing the daily tasks in your journal.
Generic/TalkToWhileNotComplete_Response_002_000_145039533	Once you've got your furnace, place it somewhere outside.
Generic/TalkToWhileNotComplete_Response_002_000_-342540161	Ah, good question <PlayerName>!
Generic/TalkToWhileNotComplete_Response_002_000_-372831777	Let's have a look...
Generic/TalkToWhileNotComplete_Response_002_001_1875809703	<yes>You'll also get a big lump of points by beating one of my Dad's milestones.
Generic/TalkToWhileNotComplete_Response_002_001_2030870961	Then, all you have to do then is hold the <itemName> in your hands and pop it in!
Generic/TalkToWhileNotComplete_Response_002_001_541790952	First select the <itemName> in your toolbelt so it’s in your hand.
Generic/TalkToWhileNotComplete_Response_002_001_960857207	<yes>Everytime you catch a new one it will be added to your Pedia. 
Generic/TalkToWhileNotComplete_Response_002_002_-1648240892	<proud>My Dad did a lot of different things, so you'll find there are milestones for everything!
Generic/TalkToWhileNotComplete_Response_002_002_-1823911680	Maybe you could challenge yourself to find them all?
Generic/TalkToWhileNotComplete_Response_002_002_-279929981	<haha>Oh, and you'll have to wait a bit!
Generic/TalkToWhileNotComplete_Response_002_002_924229908	Once you use the <itemName> you’re going to have to decide where to place it.<yes>
Generic/TalkToWhileNotComplete_Response_002_003_1152030046	If you just go about your day doing your activites, I'm sure you'll get rewarded eventually!
Generic/TalkToWhileNotComplete_Response_002_003_-673058362	You’re going to need enough space for the <itemName> to be set up. The only other thing to keep in mind is that the ground needs to be flat and even. <yes>
Generic/TalkToWhileNotComplete_Response_002_004_102047762	If you have any other questions, please come and ask me <yes>
Generic/TalkToWhileNotComplete_Response_003_000_-1881099312	All right, mate. Keep your eyes peeled!
Generic/TalkToWhileNotComplete_Response_003_000_2071015310	<haha>If you're ready for tomorrow, then sleeping will definetly bring tomorrow here faster!
Generic/TalkToWhileNotComplete_Response_003_000_-2093763750	No worries, <PlayerName>.
Generic/TalkToWhileNotComplete_Response_003_000_-291966791	Good luck, <PlayerName>!
Generic/TalkToWhileNotComplete_Response_003_000_-972367292	Keep it up, we're well on our way of making <IslandName> even better!
Generic/TalkToWhileNotComplete_Response_003_001_1940556266	Just pop your <itemName> down on the floor.
Generic/TalkToWhileNotComplete_Response_003_001_744449534	Just be sure to bring me the <itemName> once you have it!
Generic/TalkToWhileNotComplete_Response_003_002_-45349264	<yes>Wherever is fine, really.
Generic/TalkToWhileNotComplete_Response_003_003_1494597597	<no>If you want to sleep under the stars, I'm not going to stop you.
Generic/TalkToWhileNotComplete_Response_004_000_1170000243	Thanks again for your help, <PlayerName>!
Generic/TradeCompleteConvo_Intro_000_-1952384963	Oh, you're interested in my <BulletinBoardReward> ?
Generic/TradeCompleteConvo_Option_000_-1158516458	I want to trade.
Generic/TradeCompleteConvo_Option_001_-1573334556	No thank you.
Generic/TradeCompleteConvo_Response_000_000_-1749919391	Alright, let's see what you have!
Generic/TradeCompleteConvo_Response_001_000_-961626641	No problems.
Generic/TradeSameItem_Intro_000_1159588561	Wait a second. . . This is a <BulletinBoardReward> . I'm trying to get rid of my <BulletinBoardReward> ! 
Generic/TradeSameItem_Intro_001_1477965521	<haha> I guess we're right where we started! Here, you can have this back.
Generic/TradeWrongTypeOfItem_Intro_000_876255129	Ah . . . This isn't what I'm after.
Generic/TradeWrongTypeOfItem_Intro_001_1156428998	You can have this back.
Generic/TuckshopMoveInRequest_Intro_000_-255927434	You know what <PlayerName>?þ
Generic/TuckshopMoveInRequest_Intro_001_-1774917276	<shy>You’ve really shown me some of the great cuisine that can be created here on <IslandName>.þ
Generic/TuckshopMoveInRequest_Intro_002_1897535626	<yes>I reckon it’s finally time to leave <SouthCity> for good.þ
Generic/TuckshopMoveInRequest_Intro_003_1632007629	<proud>I’ve talked to <NPCName> and I’ve applied for a <itemName>.þ
Generic/TuckshopMoveInRequest_Intro_004_213432340	<glee>I hope we can get it up and running soon.þ
Generic/Wrong Photo Convo_Intro_000_-172836943	I mean, this is a nice photo, but it's not what I was looking for . . .
Generic/Wrong Photo Convo_Option_000_-369957856	Let me try again.
Generic/Wrong Photo Convo_Option_001_2022090122	Nevermind.
Generic/Wrong Photo Convo_Response_000_000_-729505518	Oh, you have another photo?
Generic/Wrong Photo Convo_Response_001_000_-1762707071	No problems. Thanks for trying!
Npc0/Arvo_Greeting 0_Intro_000_605185574	It's like, already the arvo?
Npc0/Arvo_Greeting 0_Intro_001_1173188260	<no>Didn't time just fly by today.þ
Npc0/Arvo_Greeting 0_Response_003_000_1527507057	Have a good arvo, mate.
Npc0/Highest_Friendship_Greeting 0_Intro_000_1235381198	Oh, G’day <PlayerName>!
Npc0/Highest_Friendship_Greeting 0_Response_003_000_1391905867	Don’t be a stranger, okay?
Npc0/Highest_Friendship_Greeting 2_Intro_000_-779851874	Looks like my day just got a little better.
Npc0/Highest_Friendship_Greeting 2_Intro_001_-441134336	<glee>Nice to see you <PlayerName>!
Npc0/Highest_Friendship_Greeting 2_Response_003_000_1243137189	<wave>See you around!
Npc1/Arvo_Greeting 0_Intro_000_-334755980	Arvo already, eh, <PlayerName>?
Npc1/Arvo_Greeting 0_Response_003_000_-1455430203	<yes>Alright, nice chatting.
Npc1/Arvo_Greeting 1_Intro_000_-684964628	<haha>Today went fast!
Npc1/Arvo_Greeting 1_Intro_001_1025999995	<no>It’s already the bloody arvo!
Npc1/Arvo_Greeting 1_Response_003_000_2055211585	<wave>I’m sure we’ll see each other soon enough.
Npc1/Arvo_Greeting 2_Intro_000_-925332695	Afternoon, <PlayerName>.þ
Npc1/Arvo_Greeting 2_Intro_001_-749537449	What do I owe you for the pleasure?þ
Npc1/Arvo_Greeting 2_Response_003_000_-193306038	<haha>Well, I ain’t paying you for that short chat!
Npc1/Cold_Greeting 0_Intro_000_263522609	<thinking>This cold weather reminds me of back home…
Npc1/Cold_Greeting 0_Intro_001_1145710411	Oh, you wanted to chat?
Npc1/Cold_Greeting 0_Response_003_000_561885704	<thinking>I wonder how my brother is going...
Npc1/Cold_Greeting 1_Intro_000_1235381209	Oh, G’day <PlayerName>.
Npc1/Cold_Greeting 1_Intro_001_-1220597281	It’s a bit nippy out today!
Npc1/Cold_Greeting 1_Response_003_000_-2133197970	Try and stay warm!þ
Npc1/Cold_Greeting 1_Response_003_001_-1065633783	<proud>Maybe visit some shops, eh?þ
Npc1/Cold_Greeting 2_Intro_000_587215	It’s pretty cold today!
Npc1/Cold_Greeting 2_Intro_001_2101406293	What can I do for you, <PlayerName>?
Npc1/Cold_Greeting 2_Response_003_000_2051229317	<haha>Alright then, see you!
Npc1/CompleteBirthday_000_Intro_000_617938617	<shy>Oh, <PlayerName>, this is really nice.
Npc1/CompleteBirthday_000_Intro_001_1815317860	<no>I don’t think I’ve gotten a birthday gift that I didn’t have to trade for.
Npc1/CompleteBirthday_000_Intro_002_-1390967690	<glee>Thank you very much, you’ve made my day!
Npc1/Highest_Friendship_Greeting 0_Intro_000_2013972652	Hey, it’s <PlayerName>, my favourite customer!þ
Npc1/Highest_Friendship_Greeting 0_Intro_001_-779356567	What can I get you, mate?þ
Npc1/Highest_Friendship_Greeting 0_Response_003_000_100171417	See you later, <PlayerName>!
Npc1/Hot_Greeting 2_Intro_000_-1027486773	<haha>Hot days like this make me glad I’m inside most of the time!
Npc1/Hot_Greeting 2_Intro_001_1078662702	How are you handling the heat, <PlayerName>?
Npc1/Hot_Greeting 2_Response_003_000_879035304	See you soon!
Npc1/Storm_Greeting 0_Intro_000_112524716	<yes>It’s tough to do inventory with all this stormy racket…
Npc1/Storm_Greeting 0_Intro_001_-1433656048	What are you up to, <PlayerName>?
Npc1/Storm_Greeting 0_Response_003_000_1957863125	Try and stay safe and dry, <PlayerName>!
Npc1/Storm_Greeting 1_Intro_000_816856595	<no>I hate all this thunder and lightning!
Npc1/Storm_Greeting 1_Intro_001_1636944936	<yes>But it's always good to see you, <PlayerName>.
Npc1/Storm_Greeting 1_Response_003_000_1886180153	Don't catch a cold, <PlayerName>!
Npc1/Storm_Greeting 2_Intro_000_-727246251	It’s raining, it’s storming and who do I see but <PlayerName>!
Npc1/Storm_Greeting 2_Response_003_000_2128080037	Stay safe, <PlayerName>!
Npc1/Wind_Greeting 0_Intro_000_1917638396	My dad used to say “Windy weather is the best time to set sale!”þ
Npc1/Wind_Greeting 0_Intro_001_705728126	<no>No idea what he meant.þ
Npc1/Wind_Greeting 0_Response_003_000_1351698166	<sigh>Oh, okay then. þ
Npc1/Wind_Greeting 0_Response_003_001_-2145880795	See you <PlayerName>.þ
Npc1/Wind_Greeting 2_Intro_000_-2137818340	Lovely breeze today!
Npc1/Wind_Greeting 2_Intro_001_1792447533	I’m just glad I’m outside for it!þ
Npc1/Wind_Greeting 2_Response_003_000_1663661343	Bye bye, <PlayerName>!
Npc10/CompleteBirthday_000_Intro_000_2112824333	<proud>Hmph.
Npc10/CompleteBirthday_000_Intro_001_-1809712662	I usually buy my own <birthday> gifts.
Npc10/CompleteBirthday_000_Intro_002_1149130067	Thank you, <PlayerName>.
Npc11/IslandDayGreeting_Morning_011_Intro_000_441165280	Happy <IslandDay>!
Npc11/IslandDayGreeting_Night_011_Intro_000_441165280	Happy <IslandDay>!
Npc11/IslandDayGreeting_Noon_011_Intro_000_441165280	Happy <IslandDay>!
Npc11/TotalEqualsZeroJimmy_Intro_000_-2042192937	Hmmm...
Npc11/TotalEqualsZeroJimmy_Intro_001_-405267969	<no>It seems these items aren't worth anything at all...
Npc11/TotalEqualsZeroJimmy_Intro_002_-103136719	<shy>Well, if you didn't want them I could probably take them off your hands?
Npc11/TotalEqualsZeroJimmy_Option_000_1087297409	Yes, I dont want them.
Npc11/TotalEqualsZeroJimmy_Option_001_-1460722892	I'll have them back thanks.
Npc11/TotalEqualsZeroJimmy_Response_000_000_833904435	<glee>Excellent.
Npc11/TotalEqualsZeroJimmy_Response_000_001_-838767754	<size=11>I can definetly sell these for something...<size>
Npc11/TotalEqualsZeroJimmy_Response_000_002_399521653	Great to see you as always, <PlayerName>.
Npc11/TotalEqualsZeroJimmy_Response_001_000_537024464	<thinking>Hmmmm. Very well.
Npc11/TotalEqualsZeroJimmy_Response_001_001_743081907	<no>Like I said, they aren't worth anything.
Npc11/TotalEqualsZeroJimmy_Response_001_002_33816444	<yes>But you can have them back, I guess.
Npc12/TotalEqualsZeroTuckshop_Intro_000_422933842	All right... Lets see...
Npc12/TotalEqualsZeroTuckshop_Intro_001_499494204	It seems these items aren't worth anything, but I can still take them off your hands if you don't want them?
Npc12/TotalEqualsZeroTuckshop_Option_000_1087297409	Yes, I dont want them.
Npc12/TotalEqualsZeroTuckshop_Option_001_-1460722892	I'll have them back thanks.
Npc12/TotalEqualsZeroTuckshop_Response_000_000_874515818	Righto, mate.
Npc12/TotalEqualsZeroTuckshop_Response_000_001_-622936346	Cheers.
Npc12/TotalEqualsZeroTuckshop_Response_001_000_-1709815652	That's fine, please return if you wish to sell anything else.
Npc12/TotalEqualsZeroTuckshop_Response_001_001_-669008513	Thank you for visiting John's Goods!
Npc2/CompleteBirthday_000_Intro_000_209705215	Ah, a gift to celebrate my birth.
Npc2/CompleteBirthday_000_Intro_001_704927242	A very kind gesture, <PlayerName>.
Npc2/High_Friendship_Greeting 2_Intro_000_-1338810806	<PlayerName>, what do you require?
Npc2/High_Friendship_Greeting 2_Response_003_000_-2096295516	Very well.
Npc2/TechCompletedNoSpace_Intro_000_-251129241	<proud>I have completed the <itemName> you commissioned!
Npc2/TechCompletedNoSpace_Intro_001_-1735258910	I think you will find it very impressive!
Npc2/TechCompletedNoSpace_Intro_002_-278691367	<shocked>Oh!
Npc2/TechCompletedNoSpace_Intro_003_1012488115	<no>It looks like you don't have any room to take it!
Npc2/TechCompletedNoSpace_Intro_004_1748897395	<yes>I will hold onto it for you until you have enough space to pick it up.
Npc3/Arvo_Greeting 1_Intro_000_-119454600	What brings you to me this arvo?
Npc3/Arvo_Greeting 1_Response_003_000_-1019856897	<np>Not a lot of day left to enjoy. 
Npc3/Arvo_Greeting 2_Intro_000_2141547654	Love a good sunset.
Npc3/Arvo_Greeting 2_Response_003_000_-513257462	Sunsets like this remind me of the good ol' times…
Npc3/Cold_Greeting 0_Intro_000_-1738440683	Bloody freezin’, huh?
Npc3/Cold_Greeting 0_Intro_001_-356099693	Need somethin’?
Npc3/Cold_Greeting 0_Response_003_000_539408385	Keep it up, young <PlayerName>.
Npc3/CompleteBirthday_000_Intro_000_-1516832328	Thanks for the <birthday> gift, <PlayerName>.
Npc3/CompleteBirthday_000_Intro_001_-1286348107	<yes>Means a lot.
Npc3/High_Friendship_Greeting 1_Intro_000_-479912406	How’s it goin’, <PlayerName>?
Npc3/High_Friendship_Greeting 1_Response_003_000_1933787570	Don't work too hard.
Npc3/High_Friendship_Greeting 2_Intro_000_1244997106	G’day <PlayerName>.
Npc3/High_Friendship_Greeting 2_Response_003_000_874515818	Righto, mate.
Npc3/Hot_Greeting 0_Intro_000_909994616	Nearly breakin a sweat out here.
Npc3/Hot_Greeting 0_Response_003_000_-1777931443	Take yer time in this heat, <PlayerName>.
Npc3/Hot_Greeting 2_Intro_000_1848277229	Great day for a barbie, I reckon.
Npc3/Hot_Greeting 2_Response_003_000_-450713252	Slap on a hat, mate.
Npc4/BugComp_Greeting 000_Intro_000_-1967437662	<yes>I know I’m going to win this <bugComp>.
Npc4/BugComp_Greeting 000_Intro_001_54007060	I had a dream about it.
Npc4/BugComp_Greeting 000_Response_003_000_-1385925510	<no>I wouldn’t even try to win, <PlayerName>.
Npc4/CompleteBirthday_000_Intro_000_1943207134	<shy>I had a dream you got me this for my <birthday>!
Npc4/CompleteBirthday_000_Intro_001_-136909203	<glee>Thank you very much, <PlayerName>.
Npc4/RandomConvo_012_Intro_000_2039148302	<thinking>I was thinking, what if you could make clothes so light you could float in them?þ
Npc4/RandomConvo_012_Intro_001_990050832	Do you think that’s possible?þ
Npc4/RandomConvo_012_Intro_002_-1373296189	<glee>Imagine soaring above the clouds so high that everybody got a chance to check out your threads.þ
Npc4/RandomConvo_013_Intro_000_-1227149770	<thinking>You always take some time in your day to come and talk to me.þ
Npc4/RandomConvo_013_Intro_001_1770058808	<yes>I really appreciate that, y’know.þ
Npc4/RandomConvo_013_Intro_002_676658742	<glee>So, thanks!þ
Npc4/RandomConvo_016_Intro_000_-577408115	<thinking>I remember when I made a red T-Shirt and wore it around <SouthCity>.þ
Npc4/RandomConvo_016_Intro_001_-1148093878	It was just a regular, red T-shirt, y’know?þ
Npc4/RandomConvo_016_Intro_002_856692479	<no>But people wouldn’t stop staring at me.þ
Npc4/RandomConvo_016_Intro_003_-1275993289	<haha>It was like I had cast a spell on them!
Npc4/RandomConvo_018_Intro_000_29865464	I’ve got a contract I need to keep.þ
Npc4/RandomConvo_018_Intro_001_878968152	<haha>Oh, no, it's nothing to do with <Dinks>.þ
Npc4/RandomConvo_019_Intro_000_639618927	þI’ve never met anyone who’s like you, <PlayerName>.þþ
Npc4/RandomConvo_019_Intro_001_750607525	Everytime I talk to you, I feel like you’ve just given me a bit of your energy, y’know?þþþ
Npc4/RandomConvo_019_Intro_002_1719894972	<thinking>It kinda feels like that if you aren’t around, I don’t know what to do.þ
Npc4/RandomConvo_019_Intro_003_-1663777496	<shy>Does that make sense?þ
Npc4/RandomConvo_020_Intro_000_-201194125	<IslandName> is putting a very powerful feeling into the world today.þ
Npc4/RandomConvo_020_Intro_001_-1134003131	I can just feel it y’know?þ
Npc4/RandomConvo_020_Intro_002_1130480324	<glee>Something good is going to happen for sure.þ
Npc4/RandomConvo_021_Intro_000_-381221304	<shocked>Woah!þ
Npc4/RandomConvo_021_Intro_001_-480262472	<worried>Did you just feel that?þþ
Npc4/RandomConvo_021_Intro_002_-807640739	<yes>I totally just felt the whole atmosphere around me change, y’know?
Npc4/RandomConvo_022_Intro_000_-147921477	<yes>I’m not a huge fan of fashion, but I am a big fan of making things.þ
Npc4/RandomConvo_022_Intro_001_-807880925	I like to think my clothes will live on longer than me, y’know?þ
Npc4/RandomConvo_022_Intro_002_-1888909649	<yes>Hopefully, they passed down generation to generation.þ
Npc4/RandomConvo_022_Intro_003_1561353862	<glee>Imagine the stories they will tell!þ
Npc4/RandomConvo_024_Intro_000_1442120643	I tried to make some clothes out of those <itemName> lying around <IslandName>.þ
Npc4/RandomConvo_024_Intro_001_-1175597864	<glee>In my head, it sounded awesome. All SPARKLY and SHARP!þ
Npc4/RandomConvo_024_Intro_002_-1455879181	But I just couldn’t bring myself to finish the outfit, y’know?þ
Npc4/RandomConvo_024_Intro_003_-1013787147	<thinking>It felt like… all the darkness within them was brighter than the light on the outside?
Npc4/RandomConvo_025_Intro_000_1096229343	I love how much you switch it up with your outfits, <PlayerName>.þ
Npc4/RandomConvo_025_Intro_001_-392307350	Some people just wear the same thing every day, y’know?þþþ
Npc4/RandomConvo_025_Intro_002_-1428692302	<haha>Sometimes I stare at them, trying to make them change.þ
Npc4/RandomConvo_025_Intro_003_-1273001162	<no>I guess some people just aren't programmed that way.þ
Npc4/RandomConvo_026_Intro_000_975643662	<yes>I heard about the mines deep underground. þ
Npc4/RandomConvo_026_Intro_001_814693872	<glee>Way down deep, and dark. þ
Npc4/RandomConvo_026_Intro_002_1489584501	They still <Shift> so they’re constantly changing.þ
Npc4/RandomConvo_026_Intro_003_105871714	<thinking>It’d be a really great place to hide something, y’know? 
Npc4/RandomConvo_026_Intro_004_-1269455549	<shy>If you needed one, I mean.
Npc4/RandomConvo_027_Intro_000_1861171485	<worried>I had the weirdest feeling yesterday. I’m so glad to see you’re still with us, <PlayerName>.þ
Npc4/RandomConvo_027_Intro_001_-1961363142	I’m pretty sure you’re going to be fine now, y’know?þ
Npc4/RandomConvo_028_Intro_000_-1783581595	<thinking>Y'know, I never really understood how everything went South.þ
Npc4/RandomConvo_028_Intro_001_58798784	<thinking>Maybe we just needed a reason to start all over again?þ
Npc4/RandomConvo_030_Intro_000_-1230828342	I’m so glad I’ve met you, <PlayerName>.þ
Npc4/RandomConvo_030_Intro_001_-1451000489	<shy>I feel like my life has totally turned around since meeting you, y’know?þ
Npc4/RandomConvo_030_Intro_002_-1034518899	<shy>I hope I’ve made you feel that way too.þ
Npc4/RandomConvo_031_Intro_000_-2013597009	Another great day where I get to talk to <PlayerName>.þ
Npc4/RandomConvo_031_Intro_001_-1852266481	I always enjoy our chats, <PlayerName>.þ
Npc4/RandomConvo_031_Intro_002_-2101971488	I enjoy chatting with all my good friends, y’know?þ
Npc4/RandomConvo_032_Intro_000_596685704	Do you think that maybe the universe had always intended for us to meet each other, <PlayerName>?þ
Npc4/RandomConvo_032_Intro_001_-1163027521	<thinking>Like there is some kind of background force pushing us together?þ
Npc4/RandomConvo_032_Intro_002_-58541515	I just feel like we’re very good friends, y’know?þ
Npc4/RandomConvo_032_Intro_003_730203853	<haha>It’s kinda scary how good friends we’ve become, right?þ
Npc4/RandomConvo_033_Intro_000_889911477	Last night I had a weird dream that you were being controlled by someone, <PlayerName>.þ
Npc4/RandomConvo_033_Intro_001_-2070599362	<no>They had a window where they could look through it and make you move.þ
Npc4/RandomConvo_033_Intro_002_1982734452	<worried>It was really creepy, y’know?þ
Npc4/RandomConvo_034_Intro_000_-1069303596	Hey <PlayerName>, thank you for always being there to help me out when I need something done.þ
Npc4/RandomConvo_034_Intro_001_1813492299	<shy>I don’t think you know how much you have done for me..þ
Npc4/RandomConvo_034_Intro_002_517382298	<shy>So I just wanted to say thank you, y’know?þ
Npc4/RandomConvo_035_Intro_000_-807247647	Sometimes it feels like we’re being watched, y’know?þ
Npc4/RandomConvo_035_Intro_001_1467023587	<thinking>Like there is someone listening to our conversation right now.þ
Npc4/RandomConvo_035_Intro_002_225862543	Do you ever get that feeling?þ
Npc4/RandomConvo_036_Intro_000_1491416904	<pumped>When you feel that creative spark, you have to grab onto it tightly.þ
Npc4/RandomConvo_036_Intro_001_-1332700159	<no>Whatever you do... don’t let it escape.þ
Npc4/RandomConvo_036_Intro_002_-1075211917	<pumped>Hold onto that energy as long as you can and use it for something really special.þ
Npc4/RandomConvo_036_Intro_003_1119767626	You never know how long you've got, y'know?þ
Npc4/RandomConvo_038_Intro_000_-1227035667	Need Text Here
Npc4/RandomConvo_039_Intro_000_-1227035667	Need Text Here
Npc5/CompleteBirthday_000_Intro_000_1989772099	<haha>You sneaky <animalName>.
Npc5/CompleteBirthday_000_Intro_001_252726270	<shy>You really surprised me with this <birthday> gift, <PlayerName>.
Npc5/CompleteBirthday_000_Intro_002_376998123	Thanks a bunch, mate.
Npc5/CompleteRequest_000_Intro_000_862150900	<shocked>Oh wow!
Npc5/CompleteRequest_000_Intro_001_1857638188	<no>Can’t believe how helpful you are!
Npc5/CompleteRequest_000_Intro_002_-836795868	<yes>Take this, you’ve earned it!
Npc5/IslandDayGreeting_Morning_005_Intro_000_441165280	Happy <IslandDay>!
Npc5/IslandDayGreeting_Night_005_Intro_000_441165280	Happy <IslandDay>!
Npc5/IslandDayGreeting_Noon_005_Intro_000_441165280	Happy <IslandDay>!
Npc5/TotalEqualsZeroTrapper_Intro_000_422933842	All right... Lets see...
Npc5/TotalEqualsZeroTrapper_Intro_001_499494204	It seems these items aren't worth anything, but I can still take them off your hands if you don't want them?
Npc5/TotalEqualsZeroTrapper_Option_000_1087297409	Yes, I dont want them.
Npc5/TotalEqualsZeroTrapper_Option_001_-1460722892	I'll have them back thanks.
Npc5/TotalEqualsZeroTrapper_Response_000_000_874515818	Righto, mate.
Npc5/TotalEqualsZeroTrapper_Response_000_001_-622936346	Cheers.
Npc5/TotalEqualsZeroTrapper_Response_001_000_-1709815652	That's fine, please return if you wish to sell anything else.
Npc5/TotalEqualsZeroTrapper_Response_001_001_-669008513	Thank you for visiting John's Goods!
Npc6/Already Being UpgradedTent_Intro_000_1185444848	Wait! It looks like we're already working on your house!
Npc6/Already Being UpgradedTent_Intro_001_-1524544690	Make sure you place all the items needed for costruction into the construction box infront of your tent.
Npc6/AskAgainConvo_Intro_000_1129028820	Is there anything else I can do for you?
Npc6/AskAgainConvo_Option_000_1007531544	How's the town?
Npc6/AskAgainConvo_Option_001_-999817025	About my House...
Npc6/AskAgainConvo_Option_002_-1064318679	Let's chat.
Npc6/AskAgainConvo_Option_003_-1932186336	No thanks.
Npc6/AskAgainConvo_Response_000_000_-1679557694	Ah! Very good!
Npc6/AskAgainConvo_Response_001_000_-1660480160	Let's see...
Npc6/AskAgainConvo_Response_002_000_-59252160	Let's take a look.
Npc6/AskAgainConvo_Response_004_000_-133512482	Have a great day.
Npc6/High_Friendship_Greeting 2_Intro_000_594318298	I’ll tell you what, it’s always nice to bump into you, <PlayerName>.þ
Npc6/High_Friendship_Greeting 2_Intro_001_-1454424621	Need anything?
Npc6/High_Friendship_Greeting 2_Response_003_000_-154524916	<yes>Righto.
Npc6/Morning_Greeting 1_Intro_000_1925118300	<proud>I’ll tell you what, it’s a lovely morning today.
Npc6/Morning_Greeting 1_Response_003_000_-1629842820	<wave>Enjoy your morning!
Npc6/Morning_Greeting 2_Intro_000_-2078313075	Good morning, <PlayerName>.
Npc6/Morning_Greeting 2_Response_003_000_-985242190	<yes>See you around.
Npc6/No House_Intro_000_-1984666670	But you don't have a house yet! If you ask my about deeds we might be able to solve that.
Npc6/NonLocalWantsToMove_Intro_000_-695184643	<no>I'm sorry, <PlayerName>.
Npc6/NonLocalWantsToMove_Intro_001_-8916609	<shy>Only perminant residents can move buildings
Npc6/RandomConvo_010_Intro_000_-991519529	I’ve been saving all my life. þ
Npc6/RandomConvo_010_Intro_001_216696157	<haha>I’ll tell you what, the only <Licence> I ever needed was the <Licence> to give <Licences>!þ
Npc6/RandomConvo_011_Intro_000_620452743	I’ll tell you what, I really enjoy chatting to you, <PlayerName>.
Npc6/RandomConvo_011_Intro_001_861089093	It’s probably because you don’t talk as much as I do! You really know how to listen.þ
Npc6/RandomConvo_011_Option_000_802044850	I wanted...
Npc6/RandomConvo_011_Option_001_1468022373	Actually...
Npc6/RandomConvo_011_Response_000_000_1686511303	I’ll tell you what! You’re a true blue friend, <PlayerName>.
Npc6/RandomConvo_011_Response_001_000_1686511303	I’ll tell you what! You’re a true blue friend, <PlayerName>.
Npc6/RandomConvo_012_Intro_000_-524182525	<thinking>I know we’re a long way from <SouthCity> and I could probably just hand out all your <Licences> to you straight away...
Npc6/RandomConvo_012_Intro_001_-1760050709	<no>But let me tell you, <PlayerName>, you’re not going very far in life unless you work hard to get what you want!
Npc6/RandomConvo_014_Intro_000_1813398571	<yes>Let me tell you, even though I hate doing it, I’m bloody grouse at paperwork.
Npc6/RandomConvo_014_Intro_001_-1461214165	<shy>It’s just something I picked up quickly in <SouthCity>. þ
Npc6/RandomConvo_014_Intro_002_-1543720588	<haha>I guess it made me look like I was a local!þ
Npc6/RandomConvo_014_Intro_003_-1200273696	<yes>I’ll tell you what, if you wanted to do something in <SouthCity>, you needed a form to do it. þ
Npc6/RandomConvo_017_Intro_000_-504816331	<pumped>There’s so much for us still to discover here on <IslandName>!
Npc6/RandomConvo_017_Intro_001_577616948	<glee>I can’t I just can’t wait to hear all about it.
Npc6/RandomConvo_018_Intro_000_222501033	<no>You really should sleep more often <PlayerName>, it’s no good to run around with low energy!
Npc6/RandomConvo_018_Intro_001_-1513381765	I'll tell you what, why not take the rest of the day off?
Npc6/RandomConvo_020_Intro_000_-535209691	Thank you for looking after my Father’s <Journal>.þ
Npc6/RandomConvo_020_Intro_001_-1922188878	<proud>I’ll tell you what, some of those milestones will be tough to beat!þ
Npc6/RandomConvo_020_Intro_002_141365458	<yes>But take your time, <PlayerName>.þ
Npc6/RandomConvo_020_Intro_003_-614795148	<glee>I’m sure you’ll reach them eventually!
Npc6/RandomConvo_026_Intro_000_-1031673409	I’ll tel you what, you can stand around all day waiting for something to happen…þ
Npc6/RandomConvo_026_Intro_001_-1997927524	<proud>Or you can get out there and get it done!þ
Npc6/RandomConvo_026_Intro_002_-752816088	<yes>I like that about you, <PlayerName>.
Npc6/RandomConvo_026_Intro_003_-2058384482	<haha>I tell you what, you’ve been getting it done.þ
Npc6/RandomConvo_031_Intro_000_-2041614976	<yes>It’s always so nice to see you <PlayerName>.þ
Npc6/RandomConvo_031_Intro_001_-1711331063	<shy>I’ll tell you what, if I don’t get to talk to you at least once a day, I feel like I’ve missed out!þ
Npc6/RandomConvo_032_Intro_000_1809171761	<sigh>I really wish you could have met my Father, <PlayerName>.þ
Npc6/RandomConvo_032_Intro_001_505074285	<haha>He would give you a run for your money, let me tell you!þ
Npc6/RandomConvo_032_Intro_002_-1537594796	<glee>It felt like that man could never run out of energy!þ
Npc6/RandomConvo_036_Intro_000_-472327321	Need Text
Npc6/RandomConvo_037_Intro_000_-472327321	Need Text
Npc6/RandomConvo_039_Intro_000_-472327321	Need Text
Npc6/TownCleanUp_Intro_000_-1490167972	Hmmm, so you want to get rid of items that might be laying around or stuck somewhere?
Npc6/TownCleanUp_Intro_001_-1942299683	<thinking>I can get someone to remove them for free, but we won't be able to save any of them.
Npc6/TownCleanUp_Intro_002_862922103	<yes>It will be all the items you can carry on the island!
Npc6/TownCleanUp_Intro_003_-1282606150	<yes>So please make sure you don't have any items you want to keep.
Npc6/TownCleanUp_Intro_004_-142168512	This will include any animals in boxes, beehives and traps you have.
Npc6/TownCleanUp_Intro_005_1753901693	Are you sure you want me to get rid of all the carryable items on the island?
Npc6/TownCleanUp_Option_000_1689315355	Yes, I'm sure.
Npc6/TownCleanUp_Option_001_-589346056	No don't do it!
Npc6/TownCleanUp_Response_000_000_-159111688	Okay.
